1,27
114,122
331,339
354,362
370,380
381,390
391,400
401,414
430,450
468,477
564,574
586,596
775,786
795,803
811,819
870,878
884,893
990,1000
1007,1017
1028,1039
1118,1131
1194,1204
1205,1217
1267,1276
1278,1286
1291,1303
1305,1313
1372,1387
1388,1402
1405,1413
1602,1610
1619,1631
1700,1708
1719,1727
1747,1757
1828,1836
1857,1866
1871,1886
1888,1910
1911,1928
1930,1947
1949,1957
1963,1972
2141,2152
2215,2227
2269,2278
2279,2291
2297,2316
2317,2327
2328,2342
2343,2356
2366,2374
2377,2385
2413,2426
2439,2448
2699,2712
2779,2790
2792,2809
2812,2824
2828,2842
2847,2855
2948,2957
2996,3008
3019,3031
3032,3041
3042,3056
3060,3069
3072,3082
3124,3133
3137,3149
3157,3165
3189,3205
3220,3229
3248,3256
