mat_00,mat_10,mat_20,mat_30,mat_01,mat_11,mat_21,mat_31,mat_02,mat_12,mat_22,mat_32,mat_03,mat_13,mat_23,mat_33,ctw_00,ctw_10,ctw_20,ctw_30,ctw_01,ctw_11,ctw_21,ctw_31,ctw_02,ctw_12,ctw_22,ctw_32,ctw_03,ctw_13,ctw_23,ctw_33,opennessl,opennessr,eye_x,eye_y,eye_z,time,frame,ray_x,ray_y,ray_z,base_x,base_y,base_z
-0.02408612,-0.02563765,-0.9993812,0,0.01201381,0.9995915,-0.02593259,0,-0.9996378,0.01263099,0.02376819,0,6.316389,-1.778509,-7.025074,1,-0.02408603,0.01201381,-0.9996376,0,-0.02563765,0.9995915,0.01263099,0,-0.9993809,-0.02593259,0.02376827,0,-6.914186,1.51972,6.503538,1,0.0,0.0,0.001402404,0.000643135,-0.02800212,2.62,1,0.009413002338661484,-0.06646715516207244,0.9977442120461704,0.009413002338661484,-0.06646715516207244,0.9977442120461704
-0.03986764,-0.02244874,-0.9989529,0,0.007372638,0.9997138,-0.02276008,0,-0.9991778,0.008272305,0.03969061,0,6.218904,-1.726979,-7.139132,1,-0.03986752,0.007372636,-0.9991776,0,-0.02244874,0.9997137,0.008272306,0,-0.9989526,-0.02276008,0.03969071,0,-6.922491,1.518147,6.511434,1,0.9782994,0.9769551,0.001401857,0.00064917,-0.02801004,2.64,2,0.008591297316704938,-0.06806869070256202,0.9976436452744311,0.008591297316704938,-0.06806869070256202,0.9976436452744311
-0.03934419,-0.0221798,-0.9989796,0,0.007458281,0.9997193,-0.02248996,0,-0.999198,0.008335515,0.03916764,0,6.222835,-1.725365,-7.136256,1,-0.0393441,0.007458277,-0.9991978,0,-0.0221798,0.9997192,0.008335519,0,-0.9989794,-0.02248996,0.03916772,0,-6.922409,1.517975,6.511735,1,0.9839562,0.9851987,0.001394867,0.000666565,-0.02801442,2.68,3,0.006047007740222203,-0.07004415315851749,0.9975255637354342,0.006047007740222203,-0.07004415315851749,0.9975255637354342
-0.03940141,-0.02150808,-0.9989921,0,0.007460995,0.9997341,-0.02181832,0,-0.9991957,0.008313146,0.03923047,0,6.22258,-1.720489,-7.137702,1,-0.03940141,0.007460994,-0.9991955,0,-0.02150807,0.9997341,0.008313145,0,-0.9989918,-0.02181832,0.03923045,0,-6.922332,1.517873,6.511893,1,0.9744057,0.9739084,0.00139476,0.0006684876,-0.02801658,2.7,4,0.00603365032722385,-0.07029350997912148,0.9975081039864006,0.00603365032722385,-0.07029350997912148,0.9975081039864006
-0.03937089,-0.02087801,-0.9990065,0,0.007565153,0.9997468,-0.02119163,0,-0.9991961,0.008391972,0.03920305,0,6.222647,-1.716598,-7.138384,1,-0.03937096,0.007565153,-0.999196,0,-0.02087801,0.9997469,0.008391971,0,-0.9990065,-0.02119163,0.03920298,0,-6.92214,1.517814,6.511895,1,0.9834964,0.9785876,0.001394722,0.0006702729,-0.02802081,2.72,5,0.00614332393915273,-0.06959348398240071,0.9975565179768865,0.00614332393915273,-0.06959348398240071,0.9975565179768865
-0.03949893,-0.02140399,-0.9989904,0,0.007356198,0.9997372,-0.02171085,0,-0.9991926,0.008206323,0.03933108,0,6.222022,-1.719115,-7.137872,1,-0.03949891,0.007356195,-0.9991925,0,-0.02140399,0.9997372,0.008206326,0,-0.9989904,-0.02171085,0.03933109,0,-6.921699,1.517924,6.511846,1,0.9659478,0.9788735,0.001398575,0.0006738816,-0.02802701,2.74,6,0.007313564919434546,-0.06886546883411113,0.9975991474387031,0.007313564919434546,-0.06886546883411113,0.9975991474387031
-0.03937209,-0.02229223,-0.998976,0,0.007495747,0.9997164,-0.02260418,0,-0.9991965,0.008378043,0.03919387,0,6.222625,-1.726489,-7.13519,1,-0.03937213,0.007495744,-0.9991965,0,-0.02229223,0.9997164,0.008378045,0,-0.9989759,-0.02260418,0.03919382,0,-6.921372,1.518071,6.511744,1,0.9744074,0.9610832,0.001398613,0.0006749573,-0.02803255,2.76,7,0.007882911626027778,-0.06691919710779062,0.9977272577025972,0.007882911626027778,-0.06691919710779062,0.9977272577025972
-0.04006958,-0.02359128,-0.9989184,0,0.007539349,0.9996856,-0.02391183,0,-0.9991685,0.008489331,0.0398792,0,6.217417,-1.736365,-7.136808,1,-0.04006966,0.007539347,-0.9991684,0,-0.02359128,0.9996856,0.00848933,0,-0.9989183,-0.02391183,0.03987912,0,-6.920922,1.518289,6.511597,1,0.9744074,0.9610832,0.001397721,0.0006764221,-0.02803433,2.78,8,0.008358174789678074,-0.06427345762695566,0.997897321150258,0.008358174789678074,-0.06427345762695566,0.997897321150258
-0.04181314,-0.02352852,-0.9988485,0,0.008344713,0.9996796,-0.02389742,0,-0.9990907,0.009334324,0.04160333,0,6.203401,-1.741475,-7.147185,1,-0.04181305,0.008344708,-0.9990904,0,-0.02352851,0.9996796,0.009334327,0,-0.9988483,-0.02389741,0.04160339,0,-6.920545,1.518352,6.511362,1,0.981672,0.9665801,0.001396804,0.0006822205,-0.02804682,2.8,9,0.008639658455179592,-0.0641925125133521,0.9979001341011039,0.008639658455179592,-0.0641925125133521,0.9979001341011039
-0.04461265,-0.02278972,-0.9987445,0,0.009197574,0.999688,-0.02322209,0,-0.9989622,0.01022202,0.04438913,0,6.181634,-1.742064,-7.165277,1,-0.04461265,0.009197568,-0.9989619,0,-0.02278971,0.999688,0.01022202,0,-0.9987442,-0.02322209,0.04438911,0,-6.920201,1.518271,6.511085,1,0.9690086,0.9735011,0.001384926,0.0007114792,-0.02804189,2.82,10,0.010712834452624278,-0.06878095014081244,0.9975742659450061,0.010712834452624278,-0.06878095014081244,0.9975742659450061
