2,16
20,29
31,42
103,111
254,262
351,359
465,474
476,484
502,510
514,523
524,533
547,558
559,574
578,601
604,614
620,631
632,690
691,702
729,737
744,754
755,778
783,803
807,825
826,839
848,856
858,866
870,885
886,894
901,911
921,929
930,938
943,954
955,978
1003,1016
1018,1027
1101,1110
1184,1192
1212,1221
1283,1293
1305,1316
1357,1366
1367,1376
1380,1390
1422,1431
1450,1458
1459,1470
1496,1504
1505,1513
1557,1568
1571,1584
1585,1595
1596,1604
1605,1613
1614,1624
1625,1635
1642,1650
1665,1673
1674,1684
1685,1695
1696,1704
1712,1723
1724,1737
1738,1749
1754,1762
1765,1773
1783,1791
1792,1801
1965,1974
1986,1994
2004,2012
2019,2027
2060,2068
2152,2160
2201,2209
2482,2496
2498,2508
2509,2521
2527,2538
2599,2607
2624,2632
2748,2759
2760,2772
2773,2787
2788,2806
2825,2834
2835,2843
2845,2861
2892,2900
2901,2911
2933,2941
2963,2996
2997,3015
3022,3036
3037,3046
3048,3056
3057,3069
3089,3101
3102,3119
3141,3158
3207,3215
3218,3227
3261,3270
3276,3286
3306,3314
3318,3326
3327,3336
3364,3372
3374,3385
3416,3426
3482,3491
